ZIP_Code,City,State,Median_Home_Value,Home_Value_Change_1Y,Median_Income,Unemployment_Rate,Crime_Rate_per_1k,Risk_Label
71861,Houston,TX,2115346,-4.8,89801,2.9,5.9,Risky
21350,Miami,IL,797072,-1.7,61144,3.0,5.5,Risky
65512,LA,NY,227744,-4.8,125211,7.1,10.1,Risky
66809,NYC,FL,348160,-3.6,161809,3.2,8.7,Risky
52832,SF,CA,2387438,-3.2,100265,8.1,2.2,Risky
38369,Miami,IL,1560764,3.1,107584,8.6,5.0,Safe
41728,Seattle,GA,591841,4.9,137747,6.2,7.6,Risky
27576,SF,GA,687700,3.7,101422,9.3,5.2,Safe
39001,Seattle,IL,1324929,1.4,67672,2.2,3.3,Safe
93384,Miami,CA,783763,2.2,110859,3.8,7.9,Risky
10390,NYC,GA,1243144,0.2,172966,8.2,7.6,Risky
97535,SF,CA,1440946,-0.8,171053,9.7,11.7,Risky
55436,Austin,TX,1615731,1.9,176392,9.7,7.2,Risky
21569,SF,IL,2042760,4.7,153512,2.0,10.6,Risky
23029,Houston,TX,588371,-4.7,68125,7.1,11.4,Risky
32490,Miami,GA,608062,-1.9,158063,2.2,5.8,Risky
55875,Chicago,CA,2396379,-1.7,166902,7.6,1.6,Risky
15867,LA,TX,1215459,-0.9,177959,8.1,2.6,Risky
90820,Atlanta,GA,2134780,1.3,162587,8.9,6.5,Risky
19121,Denver,WA,2145175,0.1,103448,6.2,10.8,Risky
11539,Chicago,NY,1962796,-4.8,48145,8.8,8.2,Risky
27027,Seattle,TX,820801,-0.9,133719,9.4,3.2,Risky
84229,Austin,NY,2045307,1.2,60561,6.3,8.7,Risky
18921,Austin,NY,2459699,0.0,125675,6.2,10.8,Risky
60435,Denver,FL,568785,3.7,161378,6.0,1.3,Safe
20310,NYC,CO,127224,-1.0,128240,6.0,3.7,Risky
73965,Houston,GA,838970,-4.9,87759,8.2,2.7,Risky
79922,LA,IL,2200637,-2.2,78102,2.5,9.6,Risky
92839,Chicago,CA,689779,-3.6,114715,5.6,10.8,Risky
22242,Atlanta,WA,1424982,-2.5,148811,6.2,7.1,Risky
18947,SF,GA,979728,-1.4,75886,3.7,10.3,Risky
81466,Denver,FL,568586,1.8,41083,6.3,8.2,Risky
71816,NYC,FL,591031,-1.8,165488,5.6,8.2,Risky
58785,Austin,WA,1342827,3.8,98999,7.9,7.4,Risky
10507,Atlanta,TX,1919146,-2.0,146535,4.8,1.6,Risky
76972,Austin,CA,1270350,-3.6,151961,9.6,11.3,Risky
37151,Miami,FL,396856,-3.3,161268,5.3,4.9,Risky
21618,Denver,IL,1627283,4.3,132565,7.0,9.8,Risky
84286,NYC,GA,2359856,-0.5,122663,3.8,9.9,Risky
26122,SF,IL,923947,-1.0,76050,7.5,11.6,Risky
17354,Seattle,TX,424218,-4.3,93285,6.1,4.6,Risky
40979,NYC,CO,2400914,2.3,177683,4.7,12.0,Risky
96436,LA,GA,296019,1.9,83324,4.8,4.3,Safe
89376,SF,TX,933289,-1.2,98450,5.0,6.0,Risky
62774,Chicago,CA,2031707,1.9,92579,5.5,8.8,Risky
15037,NYC,CA,323852,-1.3,163509,4.0,2.7,Risky
38633,SF,CO,105327,-4.3,101978,4.2,3.9,Risky
34495,Chicago,IL,1371059,2.4,62140,9.7,9.0,Risky
74550,NYC,IL,2492560,4.7,79209,4.4,11.7,Risky
91384,Atlanta,CA,2081736,1.5,179048,7.0,9.1,Risky
46483,Seattle,NY,774165,-2.2,98826,4.8,10.5,Risky
83373,Atlanta,CA,1701719,-2.3,168630,8.5,1.4,Risky
44069,LA,WA,2318856,4.3,61877,7.6,7.3,Risky
17370,SF,GA,1449039,-2.0,174205,4.6,11.1,Risky
81947,Chicago,WA,1645062,2.7,42134,7.7,8.5,Risky
49133,Miami,TX,550927,1.4,98491,8.1,8.4,Risky
10692,NYC,CA,2224433,0.9,62501,3.1,3.2,Safe
38926,Miami,CA,247621,-3.2,170566,6.6,10.5,Risky
83984,NYC,CO,226566,-4.7,159429,8.5,10.5,Risky
53390,LA,CO,1996434,-0.1,66906,2.4,7.8,Risky
59593,Miami,FL,713904,4.9,128965,6.1,5.7,Safe
85609,Chicago,TX,2332921,-3.0,73596,8.7,10.1,Risky
15209,Houston,FL,1307893,0.4,83233,9.6,6.1,Risky
16533,Atlanta,TX,2110214,1.7,76233,7.2,10.0,Risky
96597,Chicago,WA,2228465,-0.2,168287,4.6,6.3,Risky
17211,Austin,GA,952005,0.1,67967,6.8,7.4,Risky
19927,Denver,TX,2040798,1.6,122392,2.2,9.2,Risky
87463,LA,IL,485757,3.1,144846,5.6,3.9,Safe
34594,Seattle,CO,1710153,-1.7,116303,7.8,3.7,Risky
84852,NYC,CA,293782,4.0,41896,2.3,8.3,Risky
87713,Chicago,CO,2337063,-0.2,98233,6.8,11.5,Risky
86382,Miami,TX,196541,1.6,123531,6.7,5.9,Safe
17933,Denver,GA,763871,-3.9,64761,3.5,10.9,Risky
50696,Houston,TX,754856,-0.1,43213,6.6,6.7,Risky
75449,Austin,CA,2192138,-4.8,158703,5.3,11.7,Risky
77616,Miami,NY,1289596,-1.1,155979,5.8,9.7,Risky
16089,Atlanta,TX,1809809,-4.5,69676,4.6,10.5,Risky
66548,Houston,IL,1835397,4.0,51240,8.5,8.5,Risky
36123,Denver,CO,1352682,1.7,162737,4.9,10.6,Risky
17797,SF,CA,591358,2.9,138065,8.3,7.5,Risky
60013,SF,GA,2006179,-0.3,125022,2.6,7.2,Risky
18346,Denver,WA,808359,3.5,60227,4.2,10.6,Risky
95414,SF,WA,1927753,3.7,156332,5.2,1.2,Safe
43672,LA,CA,1427756,-1.4,40654,5.2,6.3,Risky
27653,Chicago,FL,1455760,-1.2,104698,5.5,10.6,Risky
59556,NYC,NY,1065415,0.1,158472,7.2,3.2,Safe
36140,Chicago,GA,2372786,-4.6,158639,6.6,11.5,Risky
11184,Austin,NY,2226304,5.0,53135,6.2,9.1,Risky
44493,Chicago,WA,694925,-1.4,126686,8.7,9.4,Risky
54148,Chicago,NY,235319,-0.3,125656,3.6,8.3,Risky
34846,Atlanta,IL,1585339,2.5,104183,8.9,5.9,Safe
32195,NYC,CO,2068776,-2.0,77692,8.5,6.1,Risky
15606,Chicago,WA,1668684,-3.0,67714,3.6,10.2,Risky
13956,NYC,TX,1910480,-3.7,93161,7.0,2.5,Risky
26555,Seattle,IL,1561505,0.3,126879,3.8,6.7,Risky
28690,SF,IL,668837,-4.9,84767,9.5,4.4,Risky
68502,Miami,FL,2371772,2.1,66608,5.9,11.8,Risky
58849,Atlanta,IL,545849,-0.4,139933,3.6,1.0,Risky
36347,SF,GA,2031419,0.3,174321,7.1,1.7,Safe
59056,NYC,TX,2419110,-2.4,56844,7.7,11.6,Risky
73851,SF,TX,1481815,-3.2,122209,6.8,7.0,Risky
91502,Chicago,WA,477481,2.0,99857,3.9,2.5,Safe
91418,Miami,GA,1577608,-2.9,40223,7.9,5.9,Risky
80211,Chicago,IL,1674887,2.8,42445,9.4,4.5,Safe
51850,Austin,IL,1567448,-3.0,162015,9.6,11.0,Risky
88545,Chicago,NY,1629045,1.1,122373,7.4,8.6,Risky
37843,Miami,WA,1707706,1.4,70544,8.7,2.4,Safe
72320,Houston,WA,408067,0.1,137031,9.8,6.9,Risky
39793,Seattle,NY,1445800,5.0,176983,2.3,2.5,Safe
49516,NYC,FL,1273761,-1.2,150594,5.8,8.3,Risky
27857,Seattle,CA,572923,3.8,84835,4.3,9.0,Risky
29627,Austin,NY,758620,-3.3,45479,5.8,7.2,Risky
71822,Seattle,TX,1077722,-1.6,163728,9.3,11.6,Risky
94101,SF,CO,1154194,-3.5,152568,9.9,11.4,Risky
62248,Denver,GA,881550,1.0,43386,9.2,3.3,Safe
65798,Atlanta,IL,2362342,1.4,93853,3.6,1.0,Safe
54116,Miami,CA,304749,-0.5,78933,8.4,8.3,Risky
85318,Atlanta,NY,2356576,2.2,105291,8.5,6.2,Risky
97902,Miami,WA,1080549,3.7,131540,6.6,4.7,Safe
38557,NYC,CA,253233,2.8,60309,7.7,11.1,Risky
81334,Seattle,GA,511866,-2.6,83575,9.2,11.8,Risky
85163,NYC,CO,1427664,-1.8,89890,10.0,11.2,Risky
88002,Chicago,GA,893978,-1.2,143055,2.3,6.5,Risky
52614,Chicago,WA,1417927,-3.0,136800,4.1,8.7,Risky
22720,Atlanta,CA,1767668,-1.4,96948,9.5,2.9,Risky
67608,LA,CA,2490518,-2.6,107754,4.6,11.5,Risky
82095,LA,FL,970735,5.0,178987,2.9,4.1,Safe
94694,Denver,CA,1842851,2.8,149735,4.5,3.1,Safe
97593,LA,IL,246166,3.6,71577,6.1,1.7,Safe
45892,Austin,CO,655524,4.2,179598,5.1,7.1,Risky
87242,SF,CO,500880,1.7,139482,8.3,11.4,Risky
87606,SF,CO,392065,-3.2,122549,6.9,2.5,Risky
10924,Chicago,TX,457525,2.6,73677,5.5,2.3,Safe
61322,LA,NY,2015117,-4.8,133082,10.0,4.0,Risky
36478,Denver,WA,1084723,-3.9,143733,9.1,8.3,Risky
81042,Miami,NY,950022,-4.7,103319,8.9,7.0,Risky
56418,Chicago,CO,1702844,-3.6,123899,6.5,2.1,Risky
72217,NYC,NY,163470,2.5,175847,8.2,5.9,Safe
90846,LA,CA,773286,3.9,100739,4.7,1.7,Safe
83762,Chicago,WA,2214773,-2.2,40729,4.6,10.4,Risky
21781,LA,CA,2077247,-3.8,133411,9.1,2.2,Risky
15515,Austin,FL,1273180,-2.3,136446,6.8,6.2,Risky
46133,Denver,CA,440920,1.5,47905,4.7,6.6,Risky
92508,Atlanta,FL,1147346,-1.5,92172,8.8,6.8,Risky
86946,Houston,FL,135031,4.6,111868,5.5,7.7,Risky
95058,Denver,IL,608186,-3.7,76032,5.2,8.7,Risky
19095,LA,IL,214619,4.9,151178,2.2,1.0,Safe
98583,NYC,IL,1058012,-4.9,59427,7.4,1.3,Risky
30470,NYC,CO,1266550,-0.5,173262,6.3,7.7,Risky
53129,Atlanta,IL,393245,-2.5,165121,4.5,3.0,Risky
18531,Seattle,GA,1490484,0.7,116297,3.1,10.2,Risky
47038,NYC,IL,1566539,-4.0,161994,3.5,7.9,Risky
97939,Chicago,IL,473980,3.8,69725,3.8,11.8,Risky
52674,NYC,IL,1768190,-3.6,130034,8.9,9.0,Risky
92476,Houston,FL,364026,0.9,168041,5.8,2.0,Safe
39831,Atlanta,NY,2257117,-4.7,84259,7.6,2.9,Risky
67174,Chicago,WA,319866,-1.9,107500,5.7,1.5,Risky
21279,LA,NY,1893358,-3.5,102943,5.8,9.2,Risky
48220,Denver,NY,2369784,4.8,163296,8.6,2.4,Safe
70610,Atlanta,TX,1398126,-4.9,72678,8.2,8.3,Risky
62719,Houston,GA,970375,-1.5,67848,3.9,7.1,Risky
63051,SF,FL,215154,-2.0,172416,7.0,8.0,Risky
82013,Houston,CA,234961,1.6,141041,7.4,6.6,Risky
66652,Miami,FL,643264,-4.4,83567,5.2,1.1,Risky
75524,Miami,IL,385160,3.1,146325,2.5,3.8,Safe
92936,SF,NY,830107,-0.3,137114,5.0,10.7,Risky
16470,Austin,FL,309697,-0.5,67973,4.9,11.2,Risky
77598,NYC,GA,2179950,-2.7,61302,7.5,2.1,Risky
51798,Denver,IL,1808372,-0.1,86897,8.5,11.5,Risky
63473,Seattle,TX,2345311,-1.4,77173,5.2,8.4,Risky
29880,Seattle,CA,1174004,-2.5,77560,7.2,11.1,Risky
54439,Denver,IL,1385588,-3.3,109249,7.1,5.4,Risky
24308,Houston,WA,2452891,2.3,149846,7.2,2.1,Safe
45081,SF,CA,1586539,-3.6,117524,6.4,4.3,Risky
85242,SF,FL,2304521,-3.3,164530,7.0,8.6,Risky
60383,LA,IL,2231501,0.8,51740,8.9,9.7,Risky
19837,Atlanta,TX,676772,-2.7,155206,9.4,1.6,Risky
62151,Chicago,FL,1884385,-0.4,69598,2.7,6.4,Risky
46824,Miami,GA,1199413,0.5,158718,2.1,1.7,Safe
43073,Seattle,CA,699621,-2.3,137335,6.2,10.5,Risky
36299,NYC,CA,1418251,-1.6,128255,5.3,6.2,Risky
68861,Chicago,GA,2210977,-2.9,154767,5.6,11.1,Risky
40063,Houston,CO,525532,-0.4,119131,5.7,1.9,Risky
79453,LA,CO,433411,4.9,103915,9.2,4.6,Safe
78472,Chicago,WA,2476575,-1.4,113830,7.1,8.4,Risky
24506,LA,CO,799583,1.5,163608,5.5,4.2,Safe
89854,Seattle,CA,1307648,1.4,167117,5.6,10.3,Risky
36026,Seattle,CO,2078125,2.9,105108,8.8,11.9,Risky
37672,NYC,FL,2495595,2.1,75218,3.7,4.1,Safe
48417,SF,NY,2404426,-4.9,114683,2.1,5.0,Risky
62413,Houston,WA,1560037,-1.9,65315,5.8,11.6,Risky
75066,Austin,GA,2426326,3.7,73330,9.7,4.9,Safe
69213,Denver,TX,1569131,0.4,61394,8.5,7.1,Risky
60971,NYC,WA,2016958,-4.0,140003,5.3,9.5,Risky
37281,Seattle,IL,294891,-2.2,128314,3.4,5.8,Risky
38091,Atlanta,CO,1820562,-2.2,147220,6.6,5.1,Risky
60494,SF,IL,1784141,3.7,164313,9.0,6.5,Risky
28610,Denver,GA,1571904,0.5,55010,7.7,9.6,Risky
11079,Atlanta,CO,355450,1.1,177300,6.3,4.4,Safe
56751,NYC,NY,203812,-1.3,71234,7.9,4.9,Risky
96126,Chicago,FL,2400775,-4.4,158788,9.7,3.1,Risky
65432,Austin,TX,2425179,-4.2,124202,6.4,8.7,Risky
40951,LA,IL,2188404,-0.8,40374,6.4,10.9,Risky
90863,Denver,IL,228407,-3.2,140626,5.8,3.0,Risky
88291,Denver,FL,2039974,-4.0,133985,6.5,1.4,Risky
69872,NYC,NY,621404,-2.4,131667,7.1,5.2,Risky
17235,Denver,CA,2143230,2.4,65499,3.6,5.5,Safe
92733,LA,WA,1802170,-4.3,70089,6.5,8.1,Risky
72712,LA,GA,1830171,-0.5,166952,2.1,1.9,Risky
31473,Atlanta,NY,1968374,3.3,77491,9.5,10.0,Risky
77567,Chicago,NY,1462067,-2.3,123971,2.3,7.3,Risky
89823,LA,NY,1705701,-2.0,150406,9.7,7.0,Risky
42230,Austin,NY,1289233,3.8,107083,9.8,4.5,Safe
94573,Denver,CA,978193,1.5,42364,6.2,5.0,Safe
78876,Atlanta,FL,1676546,3.0,161171,4.7,1.6,Safe
50644,Seattle,TX,1223614,-2.1,47821,3.5,9.3,Risky
58664,Atlanta,WA,1547205,5.0,44614,3.3,7.7,Risky
55203,Austin,NY,2219136,-3.6,144334,3.9,11.7,Risky
76677,SF,WA,1931045,4.6,66121,5.8,4.9,Safe
35425,Atlanta,NY,2199227,4.0,137794,7.9,8.3,Risky
94817,Seattle,GA,526766,0.5,46758,5.2,11.1,Risky
95961,LA,IL,2282878,0.9,161909,8.2,8.8,Risky
79806,Miami,CA,1508519,2.8,104960,6.5,1.4,Safe
52814,Miami,NY,1715157,-1.9,117541,2.2,8.0,Risky
80219,Miami,CO,570661,0.3,83864,3.1,7.0,Risky
59646,SF,TX,260284,4.0,75026,6.6,6.5,Risky
49884,Seattle,TX,1460929,-4.3,133976,3.3,7.1,Risky
79322,Austin,TX,1883847,4.1,115052,6.9,6.1,Risky
31650,NYC,CO,1389545,2.3,165209,5.6,8.6,Risky
19190,Miami,GA,1063468,2.7,171439,7.5,1.2,Safe
48196,NYC,TX,2002653,-4.4,156571,4.3,3.1,Risky
49449,SF,FL,553717,-3.1,131885,8.6,5.0,Risky
49661,NYC,GA,877331,4.3,63309,5.1,6.0,Safe
39709,Denver,CA,2061536,-3.8,158401,8.4,2.4,Risky
90428,SF,TX,166856,1.3,99908,2.2,10.0,Risky
85179,NYC,IL,475162,2.8,166821,5.1,11.2,Risky
19943,Atlanta,NY,1492243,-2.7,108737,3.8,9.3,Risky
53240,Miami,CA,661473,2.0,123840,5.5,11.2,Risky
55760,Chicago,FL,2397459,-4.3,51285,9.6,9.2,Risky
31042,Houston,IL,1591676,-0.0,115816,3.3,5.9,Safe
53894,SF,CA,1129476,-1.7,89304,2.7,5.3,Risky
16869,LA,FL,423150,1.5,63901,2.5,2.8,Safe
71078,Houston,TX,385083,3.9,129096,3.0,2.0,Safe
66759,Austin,CA,441882,-3.7,52220,2.5,3.4,Risky
54306,SF,CA,567548,-0.5,86692,7.5,6.9,Risky
65371,SF,CA,757082,-0.8,79241,2.9,2.5,Risky
30918,NYC,GA,1060868,-1.8,109326,3.6,11.5,Risky
38379,SF,CO,1523560,-0.2,76866,7.2,3.4,Risky
93232,Miami,IL,1684538,3.8,85051,5.6,10.2,Risky
12962,Seattle,WA,2068892,4.7,49633,2.4,10.0,Risky
23851,Seattle,FL,1912013,-5.0,140570,9.8,2.6,Risky
55747,Austin,CO,222225,2.4,93641,6.8,8.8,Risky
62349,Denver,TX,1544070,1.2,147096,6.9,10.1,Risky
80832,Chicago,NY,2179838,4.9,80754,8.8,10.7,Risky
66356,Denver,TX,2196345,-4.1,106371,9.3,11.5,Risky
24745,Miami,TX,300231,3.1,116056,2.5,11.2,Risky
15730,Miami,GA,674154,4.3,138736,2.5,4.4,Safe
23921,Atlanta,GA,939737,4.1,64975,8.2,3.9,Safe
81138,Seattle,CA,2299985,0.6,169894,7.6,5.4,Safe
93111,Houston,CO,1095310,-1.7,143425,3.7,6.1,Risky
29023,LA,TX,250025,1.4,73096,4.6,3.6,Safe
55349,SF,IL,790943,-1.9,126650,6.9,1.9,Risky
91533,Chicago,GA,2417116,-0.9,66347,8.3,8.2,Risky
93286,LA,FL,1408408,-0.5,87486,6.8,2.9,Risky
51979,Denver,CO,1411608,-2.0,107148,8.3,11.1,Risky
32837,LA,GA,2282661,-1.6,134285,3.8,4.2,Risky
24997,Atlanta,IL,909842,-4.9,70882,4.6,3.2,Risky
98603,Chicago,GA,1167190,-2.0,42004,2.8,3.1,Risky
55039,Chicago,WA,1008574,-0.3,145073,9.9,4.2,Risky
30923,Atlanta,IL,2175770,-3.3,124930,8.5,7.7,Risky
18876,Miami,CO,1535805,3.1,49800,7.7,11.8,Risky
70973,Atlanta,WA,1147874,0.4,92270,3.6,6.3,Risky
12887,Miami,WA,1463770,2.9,138665,7.6,7.6,Risky
73723,Houston,NY,1216725,-3.7,87874,8.9,10.3,Risky
52422,Austin,IL,1794567,3.2,76958,8.5,4.7,Safe
61413,Miami,NY,994740,4.6,76229,8.0,3.0,Safe
12841,LA,FL,2147596,-1.5,55289,5.1,5.8,Risky
38756,Miami,CA,1193442,-2.2,50321,8.1,4.5,Risky
81576,Austin,CA,559429,1.5,138297,5.9,10.5,Risky
20304,Denver,CO,1094142,1.4,50652,5.2,11.8,Risky
40341,SF,CO,1861175,-3.9,126179,9.7,8.6,Risky
14758,Atlanta,CO,743689,4.3,44712,3.2,8.2,Risky
27010,SF,WA,730322,-0.2,49560,8.9,8.9,Risky
70758,Atlanta,GA,1716075,2.6,146331,4.6,6.1,Risky
41658,Houston,IL,496220,-1.4,93413,6.1,7.9,Risky
59002,Seattle,GA,2260941,-2.4,116874,4.9,1.8,Risky
11375,LA,IL,1917642,-3.9,128123,6.0,6.4,Risky
32092,LA,CO,179709,-2.3,95016,8.5,4.7,Risky
10490,Denver,GA,2310297,4.9,62909,3.5,1.6,Safe
13729,Seattle,CA,645406,1.6,71816,8.0,7.0,Risky
15974,Seattle,FL,376233,3.0,130772,5.6,5.0,Safe
95216,Atlanta,CA,1191532,4.6,60946,9.5,7.5,Risky
93860,LA,GA,863963,-4.2,178528,6.4,6.6,Risky
31398,LA,IL,1103290,-3.4,97859,2.3,4.0,Risky
44650,Seattle,TX,703514,4.3,103968,9.3,6.9,Risky
31292,Atlanta,FL,1781469,0.6,177452,9.4,5.2,Safe
13159,Miami,IL,859703,1.3,130283,3.4,11.1,Risky
72766,Miami,GA,469277,-0.7,86464,9.8,5.1,Risky
27065,Austin,IL,1276550,3.1,139773,5.6,1.4,Safe
31638,NYC,CO,1662795,0.2,77434,9.3,9.4,Risky
11073,Chicago,NY,1481880,3.3,143204,4.9,11.6,Risky
56511,Houston,IL,2021086,4.9,86311,2.2,2.9,Safe
94307,Atlanta,CA,1192355,1.5,144935,8.4,11.7,Risky
39320,Miami,WA,1300143,0.3,79869,9.1,7.8,Risky
79876,Denver,CA,2086522,-1.3,131509,3.3,10.3,Risky
44924,Chicago,NY,1151823,-3.1,179961,6.4,6.2,Risky
91720,Chicago,FL,1330016,1.6,172846,8.7,7.8,Risky
50734,Chicago,IL,755300,-4.4,61750,5.7,10.3,Risky
78116,Seattle,FL,730572,4.6,97275,8.3,11.8,Risky
50025,Austin,TX,1466948,1.5,68910,7.1,3.0,Safe
12159,Denver,IL,1418660,4.6,165933,7.8,10.9,Risky
58940,NYC,CA,380750,-2.3,128664,9.4,8.3,Risky
89436,Denver,WA,402891,4.5,43603,5.3,11.4,Risky
86976,Denver,CA,1606519,1.1,131541,8.2,4.5,Safe
24678,Atlanta,FL,1838218,3.1,165041,7.7,3.7,Safe
71075,Austin,GA,944192,-3.2,69600,5.5,5.0,Risky
57204,SF,CA,1899967,0.0,111449,5.0,10.7,Risky
22021,Austin,GA,2406327,0.7,80986,9.1,6.1,Risky
16772,SF,CA,2165058,-1.1,60155,3.6,11.5,Risky
77163,NYC,CO,247558,-2.5,164321,4.5,3.7,Risky
83755,Atlanta,CA,176085,4.0,79510,9.8,3.4,Safe
33464,Seattle,WA,1414428,-4.1,86541,4.2,8.5,Risky
61137,Chicago,TX,128788,-3.5,107059,9.0,4.2,Risky
40232,Atlanta,GA,101495,-1.8,173436,5.0,2.4,Risky
71497,Seattle,GA,850330,4.2,96753,6.4,5.1,Safe
84024,Atlanta,CA,1577952,0.6,143656,5.2,3.9,Safe
61448,Seattle,CO,734290,-1.3,110590,3.8,5.5,Risky
94517,Atlanta,GA,1287185,-1.0,138239,7.5,3.1,Risky
10901,Austin,CA,2363777,3.4,109501,9.7,11.5,Risky
97980,Austin,CA,777563,-4.7,77849,9.1,9.8,Risky
93597,Austin,FL,1011546,-4.9,41773,9.9,10.2,Risky
12881,Chicago,IL,2120112,-4.5,158578,7.5,4.3,Risky
39863,Houston,GA,465250,-0.3,105178,2.3,10.4,Risky
15622,LA,WA,2146827,0.8,120648,6.4,7.5,Risky
11378,SF,NY,2234811,1.2,64503,7.0,1.6,Safe
93168,Austin,FL,825085,2.3,177178,3.0,2.7,Safe
81186,Houston,GA,801151,-3.1,98090,8.6,5.9,Risky
55201,SF,WA,1761717,-2.4,142744,7.8,5.3,Risky
69251,Atlanta,CO,351897,-2.6,92753,5.6,9.7,Risky
82572,NYC,GA,1408709,-3.5,76284,4.3,10.6,Risky
49255,Seattle,TX,225409,-2.6,92004,3.8,10.5,Risky
73212,Houston,NY,165258,1.1,122511,9.7,5.1,Safe
60210,Denver,NY,1007374,-1.3,64984,8.4,8.0,Risky
32499,Miami,WA,577049,2.7,127320,7.5,6.5,Risky
61628,Houston,TX,1749049,0.4,114132,9.6,10.8,Risky
71360,Austin,TX,1522901,-2.9,169145,3.6,10.8,Risky
14603,Austin,GA,1802284,-0.3,127895,8.9,1.6,Risky
95473,Houston,IL,690974,0.9,156171,6.7,7.3,Risky
22632,Seattle,WA,1359485,3.7,104176,9.5,6.5,Risky
40607,SF,TX,259506,3.3,130976,7.3,9.5,Risky
75756,Atlanta,NY,644808,-0.7,107120,7.9,3.2,Risky
56994,Miami,WA,1467601,1.5,112949,3.8,8.6,Risky
73382,Atlanta,NY,2487842,-2.0,57126,4.8,9.1,Risky
80354,Chicago,GA,376126,1.3,167631,4.4,1.3,Safe
66344,Seattle,WA,2146350,4.1,60366,7.6,5.7,Safe
63775,Austin,IL,1105749,1.2,125966,5.3,11.8,Risky
17349,Chicago,CA,1692500,-2.0,70214,8.9,4.3,Risky
81154,Atlanta,WA,2426444,1.4,76452,3.7,10.7,Risky
37464,Atlanta,TX,357701,4.0,85351,8.4,7.5,Risky
52624,Miami,TX,813447,-3.6,170885,8.5,4.3,Risky
47344,LA,GA,1447426,-0.2,135459,7.0,10.2,Risky
93791,Atlanta,FL,741487,-1.8,148646,3.2,11.9,Risky
34299,SF,FL,1510097,-2.6,108373,4.6,9.2,Risky
57975,SF,IL,2327600,-1.0,174500,5.2,1.7,Risky
11462,Houston,NY,1734601,-1.1,128964,5.7,1.6,Risky
91441,Miami,NY,1380144,-2.9,173265,7.9,6.4,Risky
91788,Miami,CA,1713839,-1.0,59722,4.7,1.1,Risky
50581,Austin,NY,632586,1.3,173238,2.1,8.4,Risky
81289,Atlanta,FL,819782,-4.7,90678,8.9,1.2,Risky
24175,LA,FL,2003401,4.9,100380,5.5,11.7,Risky
16191,Denver,CO,1152925,-2.0,59096,4.3,10.7,Risky
93434,Chicago,TX,1535608,1.2,104626,8.6,10.0,Risky
94518,Miami,CA,975131,-2.2,143292,9.0,9.9,Risky
90158,Houston,IL,783037,-1.1,84006,7.8,10.2,Risky
76537,Houston,CA,1769304,0.5,89387,4.8,5.8,Safe
57645,Atlanta,WA,359360,1.1,158022,3.8,9.7,Risky
33283,Atlanta,IL,2016262,2.7,150942,7.7,5.0,Safe
96971,Denver,FL,1753209,2.9,118240,2.5,10.3,Risky
69123,NYC,NY,2341496,0.2,122925,5.1,7.8,Risky
40024,NYC,GA,1291476,-4.2,48204,8.1,4.9,Risky
59630,Atlanta,CA,1549648,0.6,126821,6.7,9.2,Risky
40734,Seattle,CA,1139492,-0.2,75028,7.9,3.7,Risky
10515,SF,TX,925845,-2.8,167245,6.6,11.6,Risky
76727,SF,CO,156822,-4.9,98327,3.9,8.3,Risky
56216,Denver,CO,1073900,-1.8,47814,5.9,5.4,Risky
81833,Denver,CO,801894,-2.4,69445,8.2,7.1,Risky
68755,Austin,TX,2132494,-0.2,99303,3.8,9.1,Risky
37856,LA,FL,569456,2.6,115956,9.7,9.8,Risky
83870,Houston,IL,2190074,-0.6,115490,3.6,11.7,Risky
34162,SF,CO,148068,4.5,114744,2.1,3.3,Safe
16008,Seattle,GA,1510345,-2.8,124073,8.2,6.5,Risky
17987,Atlanta,WA,770406,-2.8,55168,9.4,2.0,Risky
72532,Miami,TX,2061077,1.0,142886,4.0,1.9,Safe
13332,Seattle,TX,649558,4.0,142789,3.2,2.1,Safe
76323,Austin,NY,1224918,1.7,73375,3.8,3.9,Safe
48990,Seattle,NY,2434990,1.7,138086,7.0,8.7,Risky
19873,Miami,FL,224291,3.1,68794,6.6,10.5,Risky
92542,Chicago,CO,2456509,1.7,42836,7.0,5.8,Safe
95761,NYC,FL,660180,2.6,52790,2.1,7.1,Risky
46444,Chicago,TX,2313593,3.7,87700,3.3,3.3,Safe
45340,Houston,IL,522728,-4.9,101292,3.9,9.7,Risky
15033,Houston,WA,1338813,3.9,73161,7.6,10.8,Risky
83324,SF,CO,2184053,-2.8,65169,6.9,6.3,Risky
25689,Miami,GA,195847,4.1,132993,7.0,2.8,Safe
97134,Houston,TX,305160,-2.3,114613,6.6,1.1,Risky
10066,Denver,IL,412147,-0.4,43052,8.0,6.9,Risky
55246,SF,IL,870907,4.3,41777,9.5,6.5,Risky
17533,Austin,CO,997724,-3.9,128853,7.4,11.2,Risky
90639,SF,TX,1357460,2.5,177892,8.0,1.4,Safe
80152,Chicago,CO,618979,-1.1,52499,6.9,2.6,Risky
69658,Atlanta,IL,1684603,-4.8,105029,8.4,3.2,Risky
48498,Denver,CA,728322,4.4,114084,9.5,7.0,Risky
21772,Denver,CO,374528,-3.8,145906,6.8,4.1,Risky
99385,LA,IL,1806056,2.7,115437,3.4,3.3,Safe
59036,Denver,TX,2284447,-1.2,43681,8.2,6.7,Risky
68531,Denver,IL,1931905,3.1,179800,7.2,1.4,Safe
22940,Chicago,CO,1335401,2.5,146646,9.5,11.7,Risky
